id,url,title,difficulty,category,description,goal
57170ad9b412d36633cf2d5d,https://playentry.org/study/lecture/57170ad9b412d36633cf2d5d,[Vol.3] 대한민국 지도 퍼즐,쉬움,기타,"엔트리로 대한민국 지도 퍼즐을 만들어보면서 우리 국토에 대해 공부해봅시다. 마우스로 각 지역 퍼즐 조각을 드래그하면 퍼즐을 맞출 수 있습니다. 
지금 바로 시작해보세요~!",오브젝트를 여러 개 가진 퍼즐 작품을 만들 수 있다. | 마우스로 드래그하여 퍼즐조각을 옮기는 코드를 만들 수 있다.
57170d5b7e8cc2e971057723,https://playentry.org/study/lecture/57170d5b7e8cc2e971057723,[Vol.3] 퍼즐을 맞추면 지역 이름이 뜨도록 하기,중간,기타,이번엔 퍼즐을 알맞은 위치에 맞추었을 때 변수 값을 지역이름으로 바꿀 수 있도록 블록을 추가해봅시다!,변수를 사용할 수 있다. | 퍼즐을 알맞은 위치에 맞추었을 때 변수 값을 지역 이름으로 바꿀 수 있다.
57170fd6bba8e81d72043698,https://playentry.org/study/lecture/57170fd6bba8e81d72043698,[Vol.3] 벚꽃 애니메이션,중간,1시간 이상기타,"벚꽃이 만개하는 4월입니다. 
그동안 예쁜 벚꽃들이 흩날리는 모습을 눈으로만 느꼈다면 
이번 시간에는 엔트리를 사용해 직접 만들어보아요~

재생버튼을 누르면 벚꽃이 흩날리는 애니메이션을 감상할 수 있습니다.",신호를 활용하여 벚꽃이 만개하면 꽃잎이 떨어지기 시작하도록 만들 수 있다. | 복제본을 만들어 벚꽃잎을 여러 개 만들 수 있다. | 무작위 수를 활용하여 벚꽃잎이 자연스럽게 떨어지도록 만들 수 있다.
57171187bba8e81d720436b2,https://playentry.org/study/lecture/57171187bba8e81d720436b2,[Vol.3] 벚꽃잎이 떨어지는 속도 조절하기,어려움,기타,시간 간격'이라는 변수를 만들어 벚꽃잎이 떨어지는 속도를 조절해봅시다.,변수를 만들 수 있다. | 변수를 활용하여 벚꽃잎이 떨어지는 속도를 조절할 수 있다.
57171a91606f6a34e35346c9,https://playentry.org/study/lecture/57171a91606f6a34e35346c9,[Vol.3] 세계지도 퍼즐,중간,기타,"지난 시간 엔트리로 대한민국 지도 퍼즐을 만들어보면서 우리 국토에 대해 공부해보았습니다. 
이번 시간에는 지난 시간에 배운 개념들을 활용하여 세계지도 퍼즐을 만들어보고 드넓은 세계가 어떠한 대륙들로 이루어져있는지 살펴봅시다~!",마우스로 드래그하여 퍼즐조각을 옮기는 코드를 만들 수 있다. | 퍼즐을 알맞은 위치에 맞추었을 때 변수 값을 대륙 이름으로 바꿀 수 있다.
57173407dc714c7872eb1db9,https://playentry.org/study/lecture/57173407dc714c7872eb1db9,[Vol.3] 로켓 발사!,쉬움,기타,반복하기 블록 사용과 장면을 추가하여 로켓을 발사하는 애니메이션을 만들어봅시다.,반복하기 블록을 사용하여 로켓의 y좌표를 계속 바꿀 수 있다. | 장면을 추가할 수 있다.
57173792606f6a34e3534ac2,https://playentry.org/study/lecture/57173792606f6a34e3534ac2,[Vol.3] 클릭하면 자라나는 식물,중간,기타,"잔디밭의 원하는 위치에 마우스를 클릭해보세요~!
식물의 한살이를 관찰할 수 있어요!",마우스를 클릭할 때마다 복제본을 만들 수 있다. | 오브젝트의 모양을 바꿀 수 있다.
57173fab443f2a22727aee08,https://playentry.org/study/lecture/57173fab443f2a22727aee08,[Vol.3] 전등을 켜보아요!,중간,기타,"실행화면의 좌측 상단에 있는 슬라이더로 밝기를 조절할 수 있습니다.
밝기를 조절해보며 전등을 켜보거나 꺼보세요!",오브젝트의 모양을 바꿀 수 있다. | 변수를 활용하여 투명도를 조절할 수 있다.
57305f0ba7ad06cde74453ae,https://playentry.org/study/lecture/57305f0ba7ad06cde74453ae,엔트리봇 움직이기,쉬움,기타,"더 많은 블록 명령어로 엔트리봇을 자유롭게 움직여보세요! 엔트리봇의 색을 변화시키거나 말을 하게 할 수도 있어요. 
첨부파일을 다운받아 차근차근 따라해보세요!",엔트리봇의 크기와 방향을 바꾸어봅시다. | 엔트리봇이 말을 하도록 해 봅시다. | 엔트리봇의 색을 알록달록하게 바꾸어봅시다. | 엔트리봇이 화면을 달려다니도록 만들어봅시다.
57314384fafd988b9811815a,https://playentry.org/study/lecture/57314384fafd988b9811815a,동물들의 대화,쉬움,기타,여러 오브젝트가 서로 대화하는 애니메이션을 만들어보세요!,명령을 순서대로 실행하는 순차에 대해 알아봅시다. | 여러 명령이 동시에 실행되는 병렬에 대해 알아봅시다.
573145e79d92d438bd7ea506,https://playentry.org/study/lecture/573145e79d92d438bd7ea506,전자 피아노 만들기,쉬움,기타,마우스로 피아노 건반을 눌러 음악을 연주해보세요!,명령을 차례대로 실행하는 순차에 대해 알아봅시다. | 특정 상황에서 명령을 실행시키는 이벤트에 대해 알아봅시다.
5731477b9f86b5e1bce6e32e,https://playentry.org/study/lecture/5731477b9f86b5e1bce6e32e,키보드로 강아지 움직이기,쉬움,기타,키보드 방향키로 캐릭터를 움직여보세요!,명령을 순서대로 실행하는 순차에 대해 알아봅시다. | 특정 상황에서 명령을 실행하는 이벤트에 대해 알아봅시다.
5731494f48d572f519c2a808,https://playentry.org/study/lecture/5731494f48d572f519c2a808,스탬프 아트,쉬움,기타,오브젝트를 도장처럼 찍어 예쁜 그림을 완성해보세요!,같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 특정한 상황에서 명령을 실행하는 이벤트에 대해 알아봅시다.
57314ed5ce3aa463bda0e74f,https://playentry.org/study/lecture/57314ed5ce3aa463bda0e74f,무기점에 간 해적,쉬움,기타,광선검을 클릭해서 오른손에 장착! 다른 무기도 착용해볼까요?,특정한 시점에서 명령을 실행하는 이벤트에 대해 알아봅시다. | 오브젝트끼리 상호작용을 하게 하는 신호에 대해 알아봅시다.
5731888a9e6f44d919c370f5,https://playentry.org/study/lecture/5731888a9e6f44d919c370f5,그림판 만들기,쉬움,기타,색연필로 그림을 그려보세요. 지우개 버튼으로 지울 수도 있어요!,같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 특정 상황에서 명령을 실행시키는 이벤트에 대해 알아봅시다. | 오브젝트끼리 상호작용을 하게 하는 신호에 대해 알아봅시다.
5731891590b024409e1e4b96,https://playentry.org/study/lecture/5731891590b024409e1e4b96,꽃송이 만들기,쉬움,기타,꽃잎 한 장 한 장을 모아 예쁜 꽃송이를 만들어보세요!,명령을 순서대로 실행하는 순차에 대해 알아봅시다. | 같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다.
5731896741392fe61907b513,https://playentry.org/study/lecture/5731896741392fe61907b513,로봇청소기로 청소하기,쉬움,기타,벽과 장애물을 피해 로봇청소기를 움직여 청소해보세요!,같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 상황에 따라 다른 명령을 실행하는 선택에 대해 알아봅시다.
57318a13742491a398676dcb,https://playentry.org/study/lecture/57318a13742491a398676dcb,팔 벌려 뛰기 횟수 세기,쉬움,기타,팔 벌려 뛰기를 할 때마다 횟수를 세주도록 만들어보세요!,같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 특정 상황에서 명령을 실행시키는 이벤트에 대해 알아봅시다. | 프로그램에서 정보를 저장하는 변수에 대해 알아봅시다.
57318b02ebdc6e0f6ee5179a,https://playentry.org/study/lecture/57318b02ebdc6e0f6ee5179a,비밀번호로 보물상자 열기,쉬움,기타,"암호를 맞게 입력해야만 열리는 보물상자를 만들어 보세요!
암호는 2002입니다. 틀리게도 입력해보고 맞게도 입력해보세요~",상황에 따라 다른 명령을 실행하는 선택에 대해 알아봅시다. | 프로그램에서 정보를 저장하는 변수에 대해 알아봅시다. | 정보를 입력하거나 이를 처리하여 출력하는 명령에 대해 알아봅시다. | 정보를 입력하거나 이를 처리하여 출력하는 명령에 대해 알아봅시다. | 두 값을 비교하여 참/거짓을 판단하는 비교연산에 대해 알아봅시다.
57318bf79f86b5e1bce6f842,https://playentry.org/study/lecture/57318bf79f86b5e1bce6f842,두더지 게임 만들기,쉬움,기타,30초 동안 튀어나오는 두더지를 잡는 게임을 만들어보세요!,명령을 순서대로 실행하는 순차에 대해 알아봅시다. | 같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 상황에 따라 다른 명령을 실행하는 선택에 대해 알아봅시다. | 프로그램에서 정보를 저장하는 변수에 대해 알아봅시다. | 일정 범위 안에서 동일한 확률로 뽑아내는 무작위 수에 대해 알아봅시다.
57318c837e39cfce35c62db4,https://playentry.org/study/lecture/57318c837e39cfce35c62db4,신비한 미디어아트,쉬움,기타,화면을 튀어다니는 신비한 공으로 미디어아트를 표현해 보세요!,같은 명령들을 쉽게 반복할 수 있는 반복 명령에 대해 알아봅시다. | 특정 상황에서 명령을 실행시키는 이벤트에 대해 알아봅시다. | 여러 명령이 동시에 실행되는 병렬에 대해 알아봅시다.
57318ccb4a715ee019807a0f,https://playentry.org/study/lecture/57318ccb4a715ee019807a0f,자동 기사 작성 로봇 만들기,쉬움,기타,스포츠 기사를 자동으로 써주는 로봇을 만들어 보세요!,프로그램에서 정보를 저장하는 변수에 대해 알아봅시다. | 정보를 입력하거나 이를 처리하여 출력하는 명령에 대해 알아봅시다. | 오브젝트끼리 상호작용을 하게 하는 신호에 대해 알아봅시다.
57318d3febdc6e0f6ee51826,https://playentry.org/study/lecture/57318d3febdc6e0f6ee51826,자판기 프로그램 만들기,쉬움,기타,자판기에서 음료수를 고르고 알맞게 돈을 넣어 구매 해보세요!,프로그램에서 정보를 저장하는 변수에 대해 알아봅시다. | 정보를 입력하거나 이를 처리하여 출력하는 명령에 대해 알아봅시다. | 여러가지 수학 연산을 통해 원하는 값을 구해봅시다. | 두 값을 비교하여 참/거짓을 판단하는 비교연산에 대해 알아봅시다.
5731ad77065216e8df3f0fff,https://playentry.org/study/lecture/5731ad77065216e8df3f0fff,영어 단어 퀴즈 만들기,쉬움,기타,퀴즈 프로그램을 만들어 재미있게 영어 단어를 외워보세요!,프로그램에서 정보를 저장하는 변수에 대해 알아봅시다. | 정보를 입력하거나 이를 처리하여 출력하는 명령에 대해 알아봅시다. | 여러가지 수학 연산을 통해 원하는 값을 구해봅시다. | 두 값을 비교하여 참/거짓을 판단하는 비교연산에 대해 알아봅시다.
57467a0f5b3ade07c87b2328,https://playentry.org/study/lecture/57467a0f5b3ade07c87b2328,"[따라하기1] 마우스를 졸졸, 물고기 떼",쉬움,기타,마우스 포인터를 움직여 물고기떼가 춤을 추게 해 보세요!,계속 반복' 블록을 사용하여 명령을 반복 실행할 수 있다. | 여러 개의 오브젝트를 동시에 움직일 수 있다. | '~까지의 거리' 블록과 나눗셈 블록을 활용할 수 있다.
57467b2c71f7c30021c73207,https://playentry.org/study/lecture/57467b2c71f7c30021c73207,해파리를 만나면 색이 바뀌는 물고기 떼,쉬움,기타,"기본 작품을 발전시켜, 해파리를 만나면 색이 바뀌는 물고기 떼를 표현해 봅시다.",만일 ~라면' 블록을 사용하여 해파리를 만난 물고기의 색이 변화하도록 만들 수 있다.
5756cb5182e0b94a713cf0ec,https://playentry.org/study/lecture/5756cb5182e0b94a713cf0ec,[따라하기2] 태양계 행성의 크기와 거리,어려움,기타,태양계 행성의 크기와 거리를 변화시켜봅시다.,"변수와 슬라이드 기능을 활용하여 지구의 크기를 변화시킬 수 있다. | 지구 오브젝트의 위치를 마우스로 움직일 수 있다. | 연산 블록을 활용하여 지구의 크기, 위치에 따라 다른 행성들의 크기, 위치를 변화시킬 수 있다."
5756cd576194e8151bad1e1f,https://playentry.org/study/lecture/5756cd576194e8151bad1e1f,[따라하기1] 감자 캐기,쉬움,기타,마우스를 열 번 클릭해서 감자를 캐보세요!,반복 명령을 사용할 수 있다. | 신호를 사용하여 오브젝트 간 상호작용을 하게 할 수 있다. | 변수를 활용하여 횟수를 누적 체크할 수 있다.
